userName,score,content,at,quarter
Sandro Barcelos,1,"Couldn't give 0 stars. Terrible app and even worse corrupt company. Watch out for this company, if you are hosting your investment go somewhere else, plenty of legitimate honest competition out there. There's a reason most countries have banned this company.",2025-05-31 03:06:28,2025Q2
Justice Perhay,1,"Deceptive Practices! Buyer Beware! The Airbnb app has misleading verbaige when trying to find the total cost of a stay. Combined with zero cancellation policy, you could be scammed for the entire cost of a trip!",2025-05-28 04:53:16,2025Q2
Nathia Soto,1,"Updated the app. Now, it does not load.",2025-05-14 09:55:46,2025Q2
Khairul Anwar,5,good apps,2025-05-23 21:40:05,2025Q2
Martin Duchev,5,Best renting experience ive ever had imo,2025-06-02 05:13:29,2025Q2
Tim Hermans,1,"shamefully uneducated and unfriendly client service for hosts. shame on you, Airbnb. You actually don't even deserve 1 star, but it's the minimum",2025-05-20 11:56:07,2025Q2
zibambo - the forefather,5,Simple and practical,2025-05-15 15:51:26,2025Q2
Tamika kingwilliams,5,I have great experience with this app,2025-05-08 01:34:59,2025Q2
Pamela Kavanagh,5,Easy to find and Book what I am looking for. 🥰,2025-04-03 09:06:30,2025Q2
Adam Yasir,5,برنامج جميل وموثوق,2025-06-08 19:04:27,2025Q2
Max García,5,Excelente servicio sin problemas con los pagos,2025-04-30 01:40:58,2025Q2
Jeffery Borle,5,very nice,2025-05-24 02:10:38,2025Q2
Steven Peter,1,the user experience on the app is quite bad. takes forever to load pages even when there are no network coverage issues.,2025-05-09 00:43:53,2025Q2
Miike Miike,5,yeah it's pretty cool,2025-04-09 17:33:55,2025Q2
Kaushik Hegde,5,one of the best booking apps with insane UI/UX. Every little detail to user experience and design is AMAZING. one annoying thing us you have to change the currency hidden away in settings. would be nice if it changes the currency based on your location,2025-05-18 22:31:39,2025Q2
Lourentia Wolvaardt,5,Great app,2025-05-01 18:37:51,2025Q2
Hara,1,pathetic app. Deduct money and then claim id verification failed.,2025-04-12 23:08:40,2025Q2
Faaahaa Kaa,1,"""This app is a scam! They asked for my personal details including PAN card under the name of a fake job offer and then misused the information. After uploading images and sharing screenshots as they instructed, my account was deactivated and they blocked my number. Please do NOT download or trust this app. It’s a fraud—report and avoid!""",2025-04-15 15:00:16,2025Q2
Israel Lopez,5,Great experiences!,2025-06-01 04:09:55,2025Q2
Aaditya Singh,1,worst app for bookings.... If there is a possibility that requests may decline then what is the need for the user to pay upfront??? First the request should get accepted then should be the payment.... Also the refund time is of 15 days???? Literally it takes a min or two for UPI... Okay 1-2 business days is also a reasonable time but 15 business days does not make any sense...,2025-04-17 04:33:30,2025Q2
Carla WK,1,Airbnb is manipulating reviews by removing negative reviews to artificially boost host ratings. Hosts are not properly vetted and can post false and misleading listings without consequence. Buyer beware!,2025-06-05 04:46:12,2025Q2
George,5,each experience has been uniquely wonderful,2025-05-18 20:45:34,2025Q2
Jane Oirschot,2,The price quoted for each nights stay should include everything. Not add £60 for a clean( which sounds excessive) & then £68 for Airbnb service. You must be making a fortune. Haven't used Airbnb for a while but from memory these charges were never on here,2025-04-29 00:03:51,2025Q2
Amanda O'Brien,1,"terrible update can't use the app, totally useless.",2025-05-14 09:54:54,2025Q2
Jasn Sue de los Santos,5,It's really great highly recommended 👌,2025-05-03 19:21:35,2025Q2
Brenda Middleton,5,"First time I have used this app, all seems ok & very easy to follow, have booked & waiting to hear back from the owners if they are happy with our booking.",2025-05-05 21:23:07,2025Q2
AARON LO,5,I like,2025-05-15 22:46:28,2025Q2
Mr. Lane,5,read everything carefully and go in with a positive mindset but be prepared for some places being overpriced and some places looking too good to be true but I've had several great experiences. and while not all of them are acceptable to me I can find my price range and type of listing I want 9x out of 10 and even then it's not airbnb's fault stuff just doesn't work out sometimes. this app allowed me to get a listing in Hawaii and now I am living my dream and moving to Hawaii. Air Bnb did that ++,2025-06-05 01:53:47,2025Q2
Ginger Stone,5,Love arbnb its amazing and finds the best deals anywhere you go👋🏼🙌🏼🙌🏼🫂🫂🫂🩷🩷,2025-05-26 05:40:15,2025Q2
Nigel Dewing,5,Fabulous idea! We travel so much more now with the ease of Airb&b. We love it!,2025-04-19 18:42:33,2025Q2
Richard Harborne,1,awful security,2025-05-14 16:23:49,2025Q2
Chris Alford,5,All good.,2025-04-26 16:49:10,2025Q2
Jesús Hernández M.,5,Great App. Airbnb has made the world closer and more accessible.,2025-04-21 06:34:59,2025Q2
Mike Klover,2,Aus doesn't support smart lock boxes synchronisation,2025-05-26 12:20:47,2025Q2
Philippa Humphreys,5,easy to use safe positive experience,2025-05-07 18:41:43,2025Q2
Christoph Sponer,5,"An app, which depends so much on Photos. And you decide to make them not zoomable and landscape mode also not working. Ridiculous.",2025-04-25 04:18:54,2025Q2
Will2K Heritage,5,amazing deals,2025-05-18 16:31:55,2025Q2
Gabriel Babin,1,new update is terrible please fix,2025-05-19 19:57:58,2025Q2
Arjun Sian,5,"Use airbnb every holiday 5 times a year and anything and everything can always be sorted, great company, my go to 🙌🏽👌🏽",2025-06-01 01:55:35,2025Q2
Jaime Black,5,Terrific!,2025-04-25 01:18:30,2025Q2
IMP ART,5,"Many thanks for your timely response and the customer service support you delivered, I really appreciate all your effort and dedication to maintaining the business brand values and trust of your customers. Thank you.",2025-04-13 08:12:09,2025Q2
Bradley Sherborne,1,doesn't give results when I search VRBO here I come,2025-05-27 04:41:54,2025Q2
Matthew Levin,1,"I can't believe I actually have to write this, but the newest version of the app is so broken that you cannot *search* for an Airbnb. Yep, that's right, the Airbnb app is unable to search for Airbnbs. I type in the location and dates and hit search and it just goes right back to the (newly cluttered) home page. Awful.",2025-05-24 01:37:13,2025Q2
Harvey Hill,5,great location for doing business,2025-05-21 22:28:46,2025Q2
Michaela Nelson,1,absolutely rubbish can't verify,2025-05-24 15:57:07,2025Q2
renz cuenca,5,I want to thank Shantel W for assisting with my unauthorised payment. To those in need of help ask for this lovely person. Airbnb should award Shantel W and learn from her.,2025-04-18 23:05:45,2025Q2
Daisy Tee,1,"Book with Airbnb Kenya at your own risk. Airbnb is full of scammers.The hosts are very unprofessional and most of the time the houses do not look anything like in the pictures. You get disappointed upon arrival. I stayed at Lexabensa stays,Thome white house apartments...it was the worst experience ever . The hosts are very unprofessional and they really harassed and threatened me. I complained to Airbnb support but they did nothing to address that. The app does not regulate their hosts.",2025-06-06 04:17:07,2025Q2
Mandy Grobler,5,I love this app. Very authentic and it shows whether there is an indoor fireplace. Thanks,2025-05-26 01:50:10,2025Q2
Mobile File,1,"I booked and paid for a rental, the host cancelled my reservation. After more than 7 business days, I expected to receive a refund. I called Airbnb, they said they had to check and would call me back in a few minutes, but I haven't heard anything since. I've been a good customer for them, but I think this is the last time I'll use their services again.",2025-06-01 19:30:53,2025Q2
Carlos Reyes,5,very Good,2025-04-24 04:20:16,2025Q2
Wilma Tognetti,5,easy to use,2025-04-18 09:40:21,2025Q2
robbyfree1,1,New update really sucks. bring back simplicity,2025-05-16 02:37:02,2025Q2
Robin Richter,5,love your app. very easy to use.,2025-05-04 06:33:28,2025Q2
van p,5,better than booking for both hosts and guests.,2025-04-08 13:07:24,2025Q2
Shehryar Awan,5,great app.,2025-05-24 05:58:38,2025Q2
Kat Larez,1,"filing lawsuit against Airbnb, for racial discrimination, and running a background check on people, thank God I'm talking to a lawyer already he's going to take my case, I'm going to definitely sue for $50 million for racial discrimination and emotional distress, and running a background check on me without my consent",2025-05-17 13:15:00,2025Q2
Seth Jacob,1,"Trash app from a trash, no-backbone company. My expectations for this app are as rock bottom as my expectations for Air BnB, as a company, to provide a good service and protections for false advertisement for their customers. When push comes to shove, if you have a schedule change, an emergency, or issues with your stay, they will always take the ""host's"" side. You will receive no refund for lost days, even if you offer a pro-rated offer to the host for days stayed. User beware, avoid, avoid.",2025-05-01 10:53:39,2025Q2
Charles,1,"Airbnb blocked my calendar out of the blue. -I even have guests currently in a 2 month stay that cannot add nights. I've been a host for several years. I've received all 5 star reviews. Now they want my ID verified to continue hosting. This isn't a major issue, but: 1. This was completely out of the blue with no warning. 2. I'm remarried so I'm not sure how quickly this process will be corrected. I agree that Airbnb should do a better job of verifying hosts and guests. This isn't it!",2025-04-09 21:59:29,2025Q2
Gill Gwalchmai,1,"very frustrating, mix up with telephone numbers. unhelpful navigation",2025-04-24 00:03:29,2025Q2
Robin Sevilla,5,good,2025-04-04 07:40:54,2025Q2
April Wilkins,5,love it. super easy to book and amazing payment plans.,2025-04-13 02:35:37,2025Q2
Kevin Di Fede,5,Easy reservation and excellent support through both message and call,2025-05-16 02:13:42,2025Q2
Edgar Macias,5,exceptionally good,2025-05-30 01:59:22,2025Q2
Cindy Juarez,5,Easy peazy!,2025-05-14 07:37:55,2025Q2
Temitope Aremu,5,making movement easy and comfortable,2025-04-30 00:49:00,2025Q2
Dylan Poston,1,Airbnb says they have camera policys amd you are to be notified about any cameras we find 2 recording our children and airbnb take 24 hrs to get is out of the house only after we said we were calling cops. now we are told we don't get a refund amd to contact the people who make policys. so don't use if you don't want airbnb host secretly recording your children then to be told oh well by airbnb! should be 0 stars....,2025-04-02 01:16:38,2025Q2
TAzz T,5,Always very easy to find and reserve affordable homes,2025-04-17 08:40:36,2025Q2
Victory,1,"airbnb practically stole my $310.50 which i paid, they didn't return the money to my credit card, they lied, I called them and the lady on the phone said it can't be refunded that I need to contact the host. dont use them because they can't refund you back.",2025-05-06 11:31:27,2025Q2
Adriana Ramirez,5,easy to use,2025-05-16 04:19:07,2025Q2
Mark Asman,5,slick!!!!! well covered description and photos. booking is a piece of cake!,2025-04-29 00:16:21,2025Q2
nitin dev,5,Excellent !!!,2025-06-01 17:22:01,2025Q2
BREEZER Toronto,5,please add dark mode we book alot on here,2025-04-26 21:25:59,2025Q2
Julie Lum,5,Airbnb make my trip planning very easy. More choice n price is reasonable.,2025-04-30 18:49:33,2025Q2
varna joseph,5,she is very quick.,2025-04-13 05:57:22,2025Q2
Younix ZF,1,this application it's so bad of service,2025-04-06 04:53:23,2025Q2
Ananta Pourier,5,Amazing! Find great place for good price,2025-05-02 08:11:01,2025Q2
Jacqueline Dumlao,5,easy to use,2025-05-05 13:24:32,2025Q2
Vivian Payne,5,So easy to use!,2025-04-13 02:03:18,2025Q2
Speedy Tortoise Productions,1,absolutely rubbish now. can't see any details about trips. just trying to sell more stuff.,2025-05-22 04:28:52,2025Q2
Eladnane Brahim,5,Good,2025-05-16 23:34:13,2025Q2
Daniel Meneses,1,Recent updates make the app unusable for hosts,2025-06-03 02:53:24,2025Q2
Ron Gipson,2,Every time I open the app it wants me to update. Are there really that many things wrong with the app that needs updating this often?,2025-04-20 00:10:54,2025Q2
Bartinemus Lawrence,5,Alls fast and easy to find a place when I need one.,2025-05-21 01:17:21,2025Q2
mallick dodi,5,fantastic app highly recommended 👍👍,2025-06-06 17:48:29,2025Q2
Marco Savastano (SuperMark16),3,"1° The constant pop-up suggesting to update is getting out of hand 2° The impossibility to translate the text by highlighting is starting to ruin the experience 3° It's kind of mandatory to write what's in the update, otherwise would I do so?!",2025-05-06 14:29:30,2025Q2
Volker Racho,3,good Working app to finance Airbnb through fees that no-one understands must have good paid employees,2025-04-22 12:15:13,2025Q2
Georgia Pell,5,This app is very user friendly,2025-04-02 09:44:42,2025Q2
carla springer,5,site was easy to use.,2025-06-06 12:45:15,2025Q2
Stanislav Lipovenko,1,"I was writing a review, then switched to another ap and when got back all the text was gone. So I had to type it again",2025-05-01 21:17:59,2025Q2
Ganiu Lawal,5,fantastic ss my first experience,2025-05-06 06:16:46,2025Q2
Ruth Lambert,5,easy to use.,2025-04-01 06:43:10,2025Q2
Julie Seddon,5,very easy to use,2025-04-25 18:12:16,2025Q2
Robert Palmer,5,awesome 👌,2025-04-17 23:39:33,2025Q2
Marina Sukhitashvili,5,I easily find a suitable apartment,2025-05-03 21:55:42,2025Q2
Arunkumar Madhavan,5,very nice as always,2025-04-29 21:32:49,2025Q2
A Google user,5,ok,2025-04-19 17:01:24,2025Q2
Stercus Accidit,5,Very user-friendly,2025-04-17 13:47:55,2025Q2
Ruth M Graham,5,Great info,2025-05-03 23:08:25,2025Q2
Natali,5,"super comfortable app, I always use it!",2025-04-23 23:13:44,2025Q2
